Id,NamePt,DescriptionPt,Image,Gi,Calories,Acidification,Carbohydrates,Ashes,Proteins,SaturedFats,MonounsaturatedFats,PolyunsaturatedFats,Cholesterol,TotalFat,DietaryFiber,Sugar,Gl,UnitOfMeasurement,IsRecipe,Icon,Keys,Type,A,Alanine,AlphaCarotene,Arginine,AsparticAcid,B1,B11,B12,B2,B3,B5,B6,B7,B9,BetaCarotene,C,Calcium,Choline,Copper,CryptoxanthinCarotene,Cystine,D,D2,D3,E,Fluoride,GlutamicAcid,Glutamine,Glycine,Histidine,Iron,Isoleucine,K,Leucine,Lycopene,Lysine,Magnesium,Manganese,Methionine,Phenylalanine,Phosphorus,Potassium,Proline,Selenium,Serine,Sodium,Threonine,Tryptophan,Tyrosine,Valine,Zinc,Description,Name
1,Abacate,"",https://images.unsplash.com/photo-1612215047504-a6c07dbe4f7f?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1050&q=80,15,160,0,8.53,0,2,2.126,0,0,0,14.66,0,0,0,0,f,/images/food/avocado.svg,avocado,4,7,109,24,88,236,0,0,0,0.13,1.738,0,0.257,0,0,62,10,12,14.2,0.19,0,27,0,0,0,0,0,287,0,104,49,0.55,84,21,143,0,132,29,0.142,38,97,52,485,98,0,114,7,73,25,49,107,0.64,"",""
2,Abacaxi,"",https://images.unsplash.com/photo-1572859730774-2cb70677d258?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=667&q=80,59,50,0,13.12,0,0.54,0.009,0,0,0,0.12,0,0,0,0,f,/images/food/pineapple.svg,"",4,3,33,0,19,121,0,0,0,0.032,0.5,0,0.112,0,0,35,47.8,13,5.5,0.11,0,14,0,0,0,0,0,79,0,24,10,0.29,19,0.7,24,0,26,12,0.927,12,21,8,109,17,0,35,1,19,5,19,24,0.12,"",""
3,Abóbora cabotiá,"",https://s2-casaejardim.glbimg.com/dceQ0PD9qpjhKg9j5SXHyDP7BGc=/0x0:1400x933/888x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_a0b7e59562ef42049f4e191fe476fe7d/internal_photos/bs/2023/t/w/VYO1UJQJmPzyxE3YbaPQ/receitas-abobora-cabotia-como-fazer-freepik.jpg,0,48.043743,0,10.760917,0.712,1.44375,0.1,0.2,0.2,0,0.72933334,2.4626667,0,0,0,f,/images/food/pumpkin.png,"abóbora, abobora, abobra, jerimum, abobora cabotian, abóbora cabotian",4,0,0,0,0,0,0.07666667,0,0,0,0,0,0.07,0,0,0,7.463333,7.6256666,0,0.061333332,0,0,0,0,0,0,0,0,0,0,0,0.34533334,0,0,0,0,0,9.111,0.26066667,0,0,32.595,199.10234,0,0,0,1.4516667,0,0,0,0,0.28633332,"",""
4,Abobrinha,"",https://images.unsplash.com/photo-1580294672673-4fbda48428be?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=870&q=80,0,17,0,3.11,0,1.21,0.084,0,0,0,0.32,0,0,0,0,f,/images/food/zucchini.png,"abobrinha, abobrinha italiana",4,10,63,0,51,147,0,0,0,0.094,0.451,0,0.163,0,0,120,17.9,16,9.5,0.053,0,12,0,0,0,0,0,129,0,46,26,0.37,44,4.3,71,0,67,18,0.177,18,43,38,261,37,0,49,8,29,10,32,54,0.32,"",""
5,Achocolatado em pó,"",https://amochocolate.net/wp-content/uploads/2019/12/Diferen%C3%A7a-entre-chocolate-em-p%C3%B3-e-achocolatado-1.jpg,0,368.5548,0,94.45,1.3756666,0.7583333,0,0,0,0,0.092,0,0,0,0,f,/images/food/cocoa.png,"achocoltado, achocolatado em pó, nescau",14,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,126.529,0,0.17133333,0,0,0,0,0,0,0,0,0,0,0,8.303667,0,0,0,0,0,79.94666,2.026,0,0,38.16,521.62665,0,0,0,25.204,0,0,0,0,0.47766668,"",""
6,Açúcar branco,"",https://udop.com.br/u_img/noticias/2020/acucar33.jpg,92,558.87634,0,55.376835,1.8053334,7.4125,14.1,9.3,3.2,15.501333,34.191,2.458,0,0,0,f,/images/food/sugar.svg,"açúcar, açucar, açúcar refinado, açúcar branco, açucar refinado",14,36.15333,0,0,0,0,0.04,0,0,0.24333334,1.3666667,0,0,0,0,0,1.42,171.23267,0,0.452,0,0,0,0,0,0,0,0,0,0,0,1.471,0,0,0,0,0,79.566,0.36366665,0,0,302.522,430.91568,0,0,0,64.05,0,0,0,0,1.304,"",""
7,Açúcar cristal,"",https://www.planusi.com.br/admin/public/img/thumb-precos-do-acucar-cristal-seguem-em-alta-no-spot-paulista-9773361543.png,0,386.57483,0,99.54,0,0.32,0,0,0,0,0,0,0,0,0,f,/images/food/sugar.svg,"açúcar cristal, açucar cristal",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10666667,0,0,0,0,0,0.5466667,0,0,0,0,6.3533335,0,0,0,12.16,0,0,0,0,0,"",""
8,Açúcar mascavo,"",https://superbeal.com.br/img/news/site_5d653235ca208.png,80,539.5867,0,59.576668,1.68,7.22,17.5,10,0.9,16.5175,30.266666,2.17,0,0,0,f,/images/food/sugar.svg,"açúcar escuro, açúcar integral",14,0,0,0,0,0,0.05,0,0,0.21666667,0.63,0,0.59,0,0,0,0,191.19,2.3,0.31333333,0,0,0,0,0,0,0,0,0,0,0,1.5766667,0,0,0,0,0,57.1,0.30266666,0,0,212.11333,354.51334,0,0,0,77.1,0,0,0,0,1.0633334,"",""
9,Água,"",https://images.unsplash.com/photo-1612392549274-9afb280ce7a9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1050&q=80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,/images/food/water.svg,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0.01,"",""
10,Água de coco,"",https://media.istockphoto.com/photos/coconut-drink-with-pulp-in-glass-on-wooden-table-picture-id526133774?b=1&k=20&m=526133774&s=170667a&w=0&h=0OifDfpyMrzYuy2fy-D-FRlucUJx2IjXJGK47vk4X7s=,0,33.5142,0,8.66,0.06333333,0.72,0.176,0,0,0,0.2,0,0,0,0,f,/images/food/coconut-water.png,"coco, agua de coco, água de coco",0,0,37,0,118,70,0,0,0,0.057,0.08,0,0.032,0,0,0,2.4,1.3723333,1.1,0.04,0,14,0,0,0,0,0,165,0,34,17,0.29,28,0,53,0,32,25,0.142,13,37,16.677334,0.905,30,0,37,7.1193333,26,8,22,44,0.1,"",""
11,Água tônica,Refrigerante água tônica,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTPmrat6BsytvikRaNJtzOjhJYVqm3qDECfA&usqp=CAU,0,38.7,0,10,0.043333333,0,0,0,0,0,0,0,0,0,0,f,/images/food/baking-soda.png,"agua tonica, água tonica, tônica, tonica, água tônica, refrigerante tônico",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4076667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3813334,0,0,0,9.009666,0,0,0,0,0,"",""
12,Aipim,"",https://a-static.mlcdn.com.br/618x463/aipim/fruitexpress/1878daaecaf611eb86614201ac18500e/a80c447bae57a657277ef1e2516cb498.jpg,0,160,0,38.06,0,1.36,0.074,0,0,0,0.28,0,0,0,0,f,/images/food/cassava.png,"mandioca, macacheira, cassava",5,1,38,0,137,79,0,0,0,0.048,0.854,0,0.088,0,0,8,20.6,16,23.7,0.1,0,28,0,0,0,0,0,206,0,28,20,0.27,27,1.9,39,0,44,21,0.384,11,26,27,271,33,0,33,14,28,19,17,35,0.34,"",""
13,Alecrim,"",https://images.unsplash.com/photo-1603129624917-3c579e864025?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870&q=80,0,131,0,20.7,0,3.31,2.838,0,0,0,5.86,0,0,0,0,f,/images/food/rosemary.png,"alecrim, ramo de alecrim, ramos de alecrim",2,146,172,0,153,391,0,0,0,0.152,0.912,0,0.336,0,0,0,21.8,317,0,0.301,0,37,0,0,0,0,0,361,0,159,66,6.65,136,0,249,0,143,91,0.96,47,169,66,668,136,0,129,26,136,51,100,165,0.93,"",""
14,Aipo,"",https://www.cervejapetra.com.br/wp-content/uploads/2017/10/Sals%C3%A3o-min-945x486.jpg,0,19.091457,0,4.272333,1.0723333,0.7583333,0,0,0,0,0.069,0.957,0,0,0,f,/images/food/celery.png,"aipo, salsão, salsa em ponto grande, talo de aipo, talo de salsão, talo de salsa em ponto grande",7,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,5.88,65.22467,0,0.31433332,0,0,0,0,0,0,0,0,0,0,0,0.72033334,0,0,0,0,0,8.860333,0.178,0,0,28.045666,273.60367,0,0,0,9.515667,0,0,0,0,0.14266667,"",""
15,alface,"Alface, roxa, crua",https://images.unsplash.com/photo-1622205313162-be1d5712a43f?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1189&q=80,0,15,0,2.87,0,1.36,0.02,0,0,0,0.15,0,0,0,0,f,/images/food/lettuce.svg,"",2,370,56,0,71,142,0,0,0,0.08,0.375,0,0.09,0,0,4443,9.2,36,13.6,0.029,0,16,0,0,0,0,0,182,0,57,22,0.86,84,126.3,79,0,84,13,0.25,16,55,29,194,48,0,39,28,59,9,32,70,0.18,"",""
16,alho,"Alho-poró, cru",https://images.unsplash.com/photo-1559454473-27bc85c67728?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=617&q=80,0,149,0,33.06,0,6.36,0.089,0,0,0,0.5,0,0,0,0,f,/images/food/garlic.svg,"",7,0,132,0,634,489,0,0,0,0.11,0.7,0,1.235,0,0,5,31.2,181,23.2,0.299,0,65,0,0,0,0,0,805,0,200,113,1.7,217,1.7,308,0,273,25,1.672,76,183,153,401,100,0,190,17,157,66,81,291,1.16,"",""
17,Amêndoa,"",https://d3ugyf2ht6aenh.cloudfront.net/stores/798/671/products/amendoa-crua-111-74c26a793b14e338cb15407454214424-1024-1024.jpg,0,580.74695,0,29.54724,1.4676666,18.55476,4.8,32.3,16.2,0,47.324333,11.64,0,0,0,f,/images/food/almond.png,"amêndoa, amêndoas, amêndoa com pele, amêndoas com pele",1,0,0,0,0,0,0.29,0,0,0.16333333,0,0,0,0,0,0,0,236.70433,0,0.932,0,0,0,0,0,0,0,0,0,0,0,3.0556667,0,0,0,0,0,222.099,1.948,0,0,493.05667,639.602,0,0,0,278.52267,0,0,0,0,2.5766666,"",""
18,Amêndoa torrada e salgada,"",https://d3ugyf2ht6aenh.cloudfront.net/stores/798/671/products/amendoa-crua-111-74c26a793b14e338cb15407454214424-1024-1024.jpg,0,580.74695,0,29.54724,1.4676666,18.55476,4.8,32.3,16.2,0,47.324333,11.64,0,0,0,f,/images/food/almond.png,"amêndoa torrada, amêndoas torradas, amêndoa salgada, amêndoas salgadas, amêndoa torrada e salgada, amêndoas torrada e salgada",1,0,0,0,0,0,0.29,0,0,0.16333333,0,0,0,0,0,0,0,236.70433,0,0.932,0,0,0,0,0,0,0,0,0,0,0,3.0556667,0,0,0,0,0,222.099,1.948,0,0,493.05667,639.602,0,0,0,278.52267,0,0,0,0,2.5766666,"",""
19,Amendoim,"",https://images.unsplash.com/photo-1604267437800-d89485144366?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1888&q=80,0,567.123,0,16.096,0,25.822,6.301,0,0,0,49.247,0,0,0,0,f,/images/food/peanut.png,"amendoim, amendoins",5,0,1025.342,0,3084.932,3145.89,0,0,0,0.137,12.055,0,0.342,0,0,0,0,91.986,52.466,1.164,0,330.822,0,0,0,0,0,5389.726,0,1554.11,652.055,4.589,906.849,0,1671.918,0,926.027,168.014,1.918,317.123,1376.712,376.027,705,1137.671,0,1271.233,18.014,882.877,250,1049.315,1082.192,3.288,"",""
20,Amido de milho,"",https://images.armazemcerealista.com.br/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/a/m/amido-de-milho---100g.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/corn-flour.svg,maizena,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
21,Arroz Branco,"",https://images.unsplash.com/photo-1568347355280-d33fdf77d42a?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1052&q=80,81,130,0,32,0,2.69,0.077,0,0,0,0.28,0,0,18,0,f,/images/food/rice.svg,arroz,1,0,156,0,224,253,0,0,0,0.013,1.476,0,0.093,0,0,0,0,10,2.1,0.069,0,55,0,0,0,0,0,524,0,122,63,1.2,116,0,222,0,97,12,0.472,163,144,43,35,127,0,141,1,96,31,90,164,0.49,"",""
22,Arroz integral cozido,"",https://caldobom.com.br/uploads/receitas-com-sobra-de-arroz-integral-cc17a08874a25bb2bad16f8fd21db64f1588776452.jpg,0,123.53489,0,25.80975,0.463,2.58825,0.3,0.4,0.3,0,1.0003333,2.7493334,0,0,0,f,/images/food/rice.svg,"arroz integral, arroz integral cozido",5,0,0,0,0,0,0.08,0,0,0,0,0,0.08,0,0,0,0,5.204,0,0.020333333,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,58.702,0.62733334,0,0,105.853,75.151665,0,0,0,1.2446667,0,0,0,0,0.68266666,"",""
23,Arroz integral cru,"",https://d3ugyf2ht6aenh.cloudfront.net/stores/328/703/products/arroz-integral-agulha-com-arroz-vermelho-21-e0c3694e87622d8a6d16457318623947-1024-1024.jpg,0,123.53489,0,25.80975,0.463,2.58825,0.3,0.4,0.3,0,1.0003333,2.7493334,0,0,0,f,/images/food/rice.svg,"arroz integral cru, farinha de arroz integral",5,0,0,0,0,0,0.08,0,0,0,0,0,0.08,0,0,0,0,5.204,0,0.020333333,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,58.702,0.62733334,0,0,105.853,75.151665,0,0,0,1.2446667,0,0,0,0,0.68266666,"",""
24,"Arroz doce, caramelizado com farofa","",http://www.cookbookfritzefrida.com.br/assets/uploads/posts/710/g_thumb-whatsapp-image-2021-09-29-at-150825-8647128-6175614.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","arroz code, arroz doce caramelizado, arroz doce com farofa, arroz doce caramelizado com fafora",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
25,"Arroz libanês com frango, coalhada e nozes","",https://cdn.panelinha.com.br/receita/1469761200000-Arroz-libanes-com-frango-coalhada-e-nozes.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","arroz libanês, arroz libanes, arroz libanês com frango, arroz libanês com frango e coalhada, arroz libanês com frango e nozes",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
26,Aveia,"",https://images.unsplash.com/photo-1586810512929-6b8659fde098?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1050&q=80,0,393.8227,0,66.63564,1.8133334,13.921026,1.54,3.1556666,3.0163333,0,8.496667,9.13,0,0,0,f,/images/food/oats.svg,"aveia em flocos, flocos de aveia, aveia em floco",8,0,124,0,167,302,0.55333334,0,0,0.03,4.47,0,0.005,0,0,0,1.35,47.89,7.4,0.44,0,97,0,0,0,0,0,623,0,147,54,4.4466667,116,0.3,216,0,135,118.76234,1.8946667,46,142,153.39667,336.33334,96,0,151,4.6266665,96,40,101,160,2.63,"",""
27,Azeite de oliva,"","https://veja.abril.com.br/wp-content/uploads/2017/06/azeite-023.jpg?quality=70&strip=info&resize=680,453",0,884,0,0,0,0,13.808,0,0,0,100,0,0,0,1,f,/images/food/olive-oil.svg,"azeite, óleo de oliva, azeite de oliva extra virgem",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,60.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,"",""
28,Azeitona,"",https://images.unsplash.com/photo-1582042043408-de36ded9059b?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=870&q=80,0,116,0,6.04,0,0.84,2.279,0,0,0,10.9,0,0,0,0,f,/images/food/olive.png,"azeitona, oliva, azeitonas",4,17,43,0,67,92,0,0,0,0,0.037,0,0.009,0,0,198,0.9,88,10.3,0.251,0,0,0,0,0,0,0,93,0,49,23,6.28,31,1.4,50,0,32,4,0.02,12,29,3,8,40,0,31,735,26,0,23,38,0.22,"",""
29,Babaganouch,"",https://cdn.panelinha.com.br/receita/958532400000-Babaganouch.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","babaganouch, baba ghanoush, babaganuche, baba ganoush, babaganoush",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
30,Banana Mysore,"",https://www.mundoecologia.com.br/wp-content/gallery/banana-my/Banana-Mysore-2.jpg,87,89,0,12,0,0,0,0,0,0,0,0,0,6,0,f,/images/food/banana.svg,"",4,0,40,0,49,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,152,0,28,77,0,28,0,68,0,50,0,0,8,49,0,0,38,0,40,0,28,9,9,47,0,"",""
31,Banana nanica,"",https://cdn.awsli.com.br/600x450/1693/1693441/produto/92535301/9f9c9fa2f7.jpg,70,89,0,28,0.84,1.09,0.112,0,0,0,0.33,1.9466667,0,14,0,f,/images/food/banana.svg,"banana, banana nanica, bananas, bananas nanicax",4,3,40,25,49,124,0,0,0,0.073,0.665,0,0.367,0,0,26,8.7,5,9.8,0.078,0,9,0,0,0,0,0,152,0,28,77,0.26,28,0.5,68,0,50,27,0.27,8,49,22,358,38,0,40,1,28,9,9,47,0.15,"",""
32,Banana Prata,"",https://images.unsplash.com/photo-1583485646409-f9feb9af2a67?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=667&q=80,39,89,0,28,0,1.09,0.112,0,0,0,0.33,0,0,8,0,f,/images/food/banana.svg,banana,4,3,40,25,49,124,0,0,0,0.073,0.665,0,0.367,0,0,26,8.7,5,9.8,0.078,0,9,0,0,0,0,0,152,0,38,77,0.26,28,0.5,68,0,50,27,0.27,8,49,22,358,28,0,40,1,28,9,9,47,0.15,"",""
33,Banha de porco,"",https://data.gessulli.com.br/file/2019/08/21/H102608-F00000-Q576-2000x0.jpeg,0,902,0,0,0,0,39,0,0,0,95,0,0,0,0,f,/images/food/pork.png,"banha, banha de porco",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
34,Batata,batata inglesa cozida,https://images.unsplash.com/photo-1563012678-bdfec255931b?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=667&q=80,0,87,0,20.13,0,1.87,0.026,0,0,0,0.1,0,0,0,0,f,/images/food/potato.svg,"batatinha, batata inglesa",9,0,57,0,86,457,0,0,0,0.02,1.439,0,0.299,0,0,2,13,5,13.5,0.188,0,24,0,0,0,0,0,314,0,56,41,0.31,76,2.2,112,0,114,22,0.138,30,83,44,379,67,0,81,4,68,29,69,105,0.3,"",""
35,Batata Doce,"",https://images.unsplash.com/photo-1584699006710-3ad3b82fce7f?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=750&q=80,0,86,0,20.12,0,1.57,0.018,0,0,0,0.05,0,0,0,0,f,/images/food/sweet-potato.png,"batata doce, batata-doce, batata doce cozida",9,709,77,7,55,382,0,0,0,0.061,0.557,0,0.209,0,0,8509,2.4,30,12.3,0.151,0,22,0,0,0,0,0,155,0,63,31,0.61,55,1.8,92,0,66,25,0.258,29,89,47,337,52,0,88,55,83,31,34,86,0.3,"",""
36,Beringela,"",https://images.unsplash.com/photo-1613881553903-4543f5f2cac9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=870&q=80,0,25,0,5.88,0,0.98,0.034,0,0,0,0.18,0,0,0,0,f,/images/food/eggplant.png,"berinjela, beringela, beringela crua",4,1,51,0,57,164,0,0,0,0.037,0.649,0,0.084,0,0,14,2.2,9,6.9,0.081,0,6,0,0,0,0,0,186,0,41,23,0.23,45,3.5,64,0,47,14,0.232,11,43,24,229,43,0,42,2,37,9,27,53,0.16,"",""
37,Beterraba,"",https://images.unsplash.com/photo-1593105544559-ecb03bf76f82?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=870&q=80,0,43,0,9.56,0,1.61,0.027,0,0,0,0.17,0,0,0,0,f,/images/food/beetroot.png,"beterraba, beterraba crua",9,2,60,0,42,116,0,0,0,0.04,0.334,0,0.067,0,0,20,4.9,16,6,0.075,0,19,0,0,0,0,0,428,0,31,21,0.8,48,0.2,68,0,58,23,0.329,18,46,40,325,42,0,59,78,47,19,38,56,0.35,"",""
38,Bicarbonato de sódio,"",https://i0.wp.com/post.healthline.com/wp-content/uploads/2020/06/baking-soda-water-and-wooden-spoon-1296x728-1.jpg?h=1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/baking-soda.png,"bicarbonato, bicarbonato de sódio",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26667,0,0,0,0,0,"",""
39,Biscoito de maizena,"",https://3.bp.blogspot.com/-TonRrjPIQss/XAWN49EDjuI/AAAAAAAANqE/oJEtizgTh3Q8nKYzxOUyNfBxPPyxFAaKQCLcBGAs/s1600/biscoito-de-maizena.jpg,0,442.8194,0,75.234146,1.51,8.072522,3.9,3.7,2.2,0,11.966666,2.1,0,0,0,f,/images/food/biscuit.png,biscoito de maizena,5,0,0,0,0,0,1.01,0,0,0.41666666,3.9066668,0,0.23,0,0,0,6.2166667,54.45,0,0.17,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,37.143333,0.7783333,0,0,166.10333,141.64,0,0,0,352.02667,0,0,0,0,1.03,"",""
40,Biscoito recheado,"",https://www.mashed.com/img/gallery/oreo-just-hinted-at-a-new-flavor-and-fans-cant-stop-guessing/l-intro-1645649340.jpg,0,471.82477,0,70.549446,1.2866666,6.3972173,6.2,6.6,1.7,0,19.583334,2.9566667,0,0,0,f,/images/food/oreo.png,"biscoito recheado, oreo, bolacha recheada, biscoito oreo",5,0,0,0,0,0,0.31666666,0,0,0.39333335,2.5233333,0,0.45666668,0,0,0,3.5266666,27.23,0,0.27333334,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,47.976665,0.588,0,0,139.45,232.4,0,0,0,239.2,0,0,0,0,0.99333334,"",""
41,Bolo de cenoura,"",https://d1uz88p17r663j.cloudfront.net/original/2b76e99abc4136ccf26008c1c387023f_Bolo-de-cenoura-com-cobertura-de-brigadeiro-receitas-nestle.jpg,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/carrot-cake.svg,"bolo de cenoura com cobertura, bolo de cenoura",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
42,Bolo de laranja,"",https://cdn.panelinha.com.br/receita/1632405810503-bolo-laranja.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"",bolo de laranja,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
43,Cacau em pó,"",https://images.unsplash.com/photo-1578269830911-6159f1aee3b4?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1974&q=80,0,400,0,80,0,5.71,4.29,0,0,0,5.71,0,0,0,0,f,/images/food/cocoa.png,"cacau, cacau em pó",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,"",""
44,Cachaça,"",https://www.cachacariadosamigos.com.br/smart/modulos/blog/imagens/grande/quais-sao-as-caracteristicas-de-uma-cachaca-boa_60-45.jpg,0,40.72019,0,3.3175,0.12,0.5625,0,0,0,0,0,0,0,0,0,f,/images/food/liquor.png,"cachaça, aguardente, cachaça de cana, aguardente de cana",0,0,0,0,0,0,0,0,0,0,2.9166667,0,0.14333333,0,0,0,0,4.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7436666,0.0053333333,0,0,19.002666,29.466667,0,0,0,4.2303333,0,0,0,0,0,"",""
45,Café passado,Café infusão 10%.,https://loucodocafe.com.br/wp-content/uploads/2019/09/como-coar-cafe-02-e1568171389779-1280x720.jpg,0,65.3436,0,18.151,0.12133333,0.12,0.002,0,0,0,0.02,0.13633333,0,0,0,f,/images/food/coffee.png,"café, café passado, café de infusão, café de infusão 10%, café infusão",14,0,3,0,1,5,0,0,0,0.076,0.191,0,0.03,0,0,0,2.779666,9.083,2.6,0.007,0,2,0,0,0,0,0,20,0,4,2,0.75266665,2,0.1,5,0,1,11.974,0.206,0,3,4.7786665,17.973,4,0,1,2,1,0,2,3,0.050666668,"",""
179,Sal,"",https://acrediteounao.com/wp-content/uploads/2018/12/sal-de-cozinha-e1543846010596.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/salt.svg,"",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1,0.1,0,0,0,8,0,0,0,38758,0,0,0,0,0.1,"",""
